text,person,fiction_or_not
Mariah Carey and Nick Cannon,eminem.txt,True
"Eminem has written several songs referring to a relationship with R&B singer Mariah Carey, although she denies that they were ever intimate.[427] Eminem has referenced her on many songs, including ""When the Music Stops"", ""Superman"", ""Jimmy Crack Corn"", ""Bagpipes from Baghdad"" and ""The Warning"". While ""Superman"" was released in 2003, Carey released a song entitled ""Clown"" on her album Charmbracelet, released in 2002, which makes similar references in line with her 2009 hit ""Obsessed"".",eminem.txt,True
"Eminem's ""Bagpipes from Baghdad"" from his album Relapse disparages Carey and rapper/then-husband Nick Cannon's relationship.[428] Cannon responded to Eminem by saying his career is based on ""racist bigotry"" and that he would get revenge on Eminem, joking that he may return to rapping.[429] Eminem later stated that the couple misinterpreted the track and it was wishing the two the best.[428] Cannon also stated that there were no hard feelings and that he just had to express his feelings about the song.[430]",eminem.txt,True
"In 2009, Carey released ""Obsessed"", about an obsessed man who claims to have been in a relationship with her.[431] Cannon claimed that the song was not an insult directed at Eminem.[432] However, Eminem responded in late July 2009 by releasing a track titled ""The Warning"". It contained samples of voice mail recordings which Eminem claimed were left by Carey, when the two were dating.[433] Eminem also hinted that he had other evidence of their relationship in his possession. A little over a year later in September 2010, Cannon responded with the song ""I'm a Slick Rick"", making fun of Eminem.[434]",eminem.txt,True
Moby,eminem.txt,True
"After the release of Eminem's 2000 album The Marshall Mathers LP, popular electronic music artist Moby began speaking out against the album's lyrics, condemning references to misogyny and homophobia as unacceptable.[435] Eminem responded back with insulting Moby in ""Without Me"", the lead single off his next album The Eminem Show.",eminem.txt,True
"In 2004, Moby praised Eminem for criticizing then-U.S. president George W. Bush in the song ""Mosh"", a track from Encore.[436] The feud has since ended.[437] In 2022, Eminem said that he later regretted attacking Moby.[438]",eminem.txt,True
Machine Gun Kelly,eminem.txt,True
"Eminem and rapper Machine Gun Kelly have had an ongoing feud for several years,[439][440] and Kelly released a diss track in response to ""Not Alike"" titled ""Rap Devil"" in September 2018;[441] both songs were produced by Ronny J.[442] Kelly continued the feud at a concert, calling it ""a battle between the past and the fucking future"".[443] The song's title refers to Eminem's ""Rap God"" and Eminem went into the studio days later to record his own response,[444] as did former D12 associate Bizarre.[445][446] Eminem responded with ""Killshot"" on September 14[447] and Bizarre's ""Love Tap"" was released on September 20.[448] ""Killshot"" garnered 38.1 million streams on YouTube in its first 24 hours and over 80 million views in its first week, making it the most successful debut for a hip hop song and the third-biggest debut in the platform's history. The track also debuted at number 3 on the Billboard Hot 100, making it Eminem's 20th top 10 hit on the Billboard Hot 100.[449] Kelly has continued the feud publicly.[439][450]",eminem.txt,True
From Kamikaze,eminem.txt,True
"Throughout the 2018 album Kamikaze Eminem's lyrics criticize other musicians, primarily mumble rappers,[451][452] and several have responded publicly.[453] Ja Rule responded on social media, re-igniting a feud the two had 15 years prior.[454] 6ix9ine, Iggy Azalea,[455] Joe Budden,[456] Die Antwoord,[457] Lupe Fiasco,[458] and Lord Jamar[459] have also responded publicly, with 6ix9ine releasing the skit ""Legend"" that raps over Eminem's ""Lose Yourself"".[460]",eminem.txt,True
Controversies,eminem.txt,True
Legal issues,eminem.txt,True
"Eminem had his first run-in with the law at age 20, when he was arrested for his involvement in a drive-by shooting with a paintball gun. The case was dismissed when the victim did not appear in court.[12]: 3",eminem.txt,True
"On June 3, 2000, Eminem was arrested during an altercation with Douglas Dail, an employee of Insane Clown Posse's record label, at a car-audio store in Royal Oak, Michigan, when Eminem pulled out an unloaded gun and pointed it at the ground.[461][462] The next day, in Warren, Michigan, he was arrested again for assaulting a man in the parking lot of the Hot Rocks Café when he saw the man kissing Eminem's wife.[463] Eminem recreated the Guerra assault in ""The Kiss (Skit)"" on The Eminem Show. He pleaded guilty to possession of a concealed weapon, receiving two years' probation; a charge of assault using a dangerous weapon was dropped as part of the plea agreement.[464] On June 28, 2001, Eminem was sentenced to one year's probation and community service and was fined about $2,000 on weapon charges stemming from an argument with an employee of Psychopathic Records.[465] In 1999, Eminem's mother sued him for $10 million, claiming he was slandering her on The Slim Shady LP. Litigation concluded in 2001, resulting in an award of $1,600 for her damages.[466]",eminem.txt,True
"On July 7, 2000, Kim Mathers attempted suicide by slitting her wrists,[467] later suing Eminem for defamation after describing her violent death in ""Kim"".[468]",eminem.txt,True
"Sanitation worker DeAngelo Bailey sued Eminem for $1 million in 2001, accusing him of invading his privacy by publicizing information placing Bailey in a false light in ""Brain Damage"", a song that portrays him as a violent school bully. Although Bailey admitted picking on Eminem in school, he said he merely ""bumped"" Eminem and gave him a ""little shove"".[469] The lawsuit was dismissed on October 20, 2003; Judge Deborah Servitto, who wrote a portion of her opinion in rap-like rhyming verse, ruled that it was clear to the public that the lyrics were exaggerated.[470]",eminem.txt,True
"On March 31, 2002, French jazz pianist Jacques Loussier filed a $10 million lawsuit against Eminem and Dr. Dre, claiming that the beat for ""Kill You"" was taken from his instrumental ""Pulsion"". Loussier demanded that sales of The Marshall Mathers LP be halted and any remaining copies destroyed.[471] The case was later settled out of court.[472]",eminem.txt,True
"In 2006, Eminem was accused of assaulting Miad Jarbou, a resident of Royal Oak, Michigan, in the bathroom of a Detroit strip club, but was never charged. Two years later, Jarbou sued Eminem for more than $25,000 in damages.[473]",eminem.txt,True
"In 2007, Eminem's music-publishing company (Eight Mile Style) and Martin Affiliated sued Apple Inc. and Aftermath Entertainment, claiming that Aftermath was not authorized to negotiate a deal with Apple for digital downloads of 93 Eminem songs on Apple's iTunes.[474][475] The case against Apple was settled shortly after the trial began, in late September 2009.[476]",eminem.txt,True
"In July 2010, the United States Court of Appeals for the Ninth Circuit ruled in F.B.T. Productions, LLC v. Aftermath Records that F.B.T. Productions and Eminem were owed a royalty of 50 percent of Aftermath's net revenue from licensing his recordings to companies such as Apple, Sprint Corporation, Nextel Communications, Cingular and T-Mobile. In March 2011, the Supreme Court of the United States declined to hear the case.[477]",eminem.txt,True
"In October 2013, Eminem sampled Chicago-based rap group Hotstylz's 2008 viral hit, ""Lookin' Boy"", for his 2013 hit single ""Rap God"". The group claims that Eminem did not receive permission to use the sample, nor did he credit or compensate them.[478] In November 2013, Hotstylz released a diss track towards Eminem titled ""Rap Fraud"", where they sample several of his songs and criticize him for not crediting them.[479][480] In January 2015, TMZ reported that Hotstylz was suing Eminem and his label, Shady Records, for $8 million, for using the 25-second sample of ""Lookin' Boy"" on his song ""Rap God"" without their permission.[481][482]",eminem.txt,True
United States Secret Service,eminem.txt,True
"On December 8, 2003, the United States Secret Service reported that it was ""looking into"" allegations that Eminem threatened U.S. president George W. Bush[68] in ""We As Americans"" (an unreleased bootleg at the time), with the lyrics: ""Fuck money, I don't rap for dead presidents. I'd rather see the president dead, it's never been said but I set precedents."" The incident was included in the video for ""Mosh"", as a newspaper clipping on a wall with articles about unfortunate incidents in Bush's career. ""We As Americans"" eventually appeared on Encore's deluxe-edition bonus disc with altered lyrics. The original lyrics can be heard at the end of Immortal Technique's ""Bin Laden"".",eminem.txt,True
"In 2018–2019, the Secret Service interviewed Eminem again regarding threatening lyrics towards president Donald Trump and his daughter Ivanka.[178]",eminem.txt,True
Allegations of homophobia,eminem.txt,True
"Some of Eminem's lyrics have been criticized for being homophobic, and an Australian politician attempted to ban him from the country.[483] Eminem denies the charge, saying that when he was growing up words such as ""faggot"" and ""queer"" were used generally in a derogatory manner and not specifically toward homosexuals. During a 2010 60 Minutes interview, journalist Anderson Cooper explored the issue:[484]",eminem.txt,True
"Cooper: Some of the lyrics, like, you know, in the song ""Criminal"" you say ""My words are like a dagger with a jagged edge, That'll stab you in the head, whether you're a fag or lez, Or the homosex, hermaph or a trans-a-vest, Pants or dress—hate fags? The answer's 'yes'"".",eminem.txt,True
"Eminem: Yeah, this scene I came up in. That word was thrown around so much, you know, ""faggot"" was like thrown around constantly to each other, like in battling.",eminem.txt,True
Cooper: Do you not like gay people?,eminem.txt,True
"Eminem: No, I don't have any problem with nobody. You know what I mean? I'm just like whatever.",eminem.txt,True
"In 2013, Eminem was accused of homophobia due to the lyrics of the song ""Rap God"", explaining to Rolling Stone, ""I don't know how to say this without saying it how I've said it a million times. But that word, those kind of words, when I came up battle-rappin' or whatever, I never really equated those words ... (to actually mean homosexual)"".[485]",eminem.txt,True
"In 2018, Eminem was criticized for using the word ""faggot"" against Tyler, the Creator in the song ""Fall"". Eminem later apologized for using the homophobic slur, saying he went ""too far"". Discussing the issue in a multi-part interview with radio host Sway, Eminem explained that while he meant to stand up for himself, ""I think the word that I called him on that song was one of the things where I felt like, 'This might be too far.'"" He added, ""Because in my quest to hurt him [Tyler], I realize that I was hurting a lot of other people by saying it.""",eminem.txt,True
"Eminem is a friend of openly gay singer Elton John,[486] and publicly supports gay rights.[487] When asked in an interview with The New York Times about the subject of same-sex marriage being legalized in his home state of Michigan, Eminem responded, ""I think if two people love each other, then what the hell? I think that everyone should have the chance to be equally miserable, if they want"", explaining that his ""overall look on things is a lot more mature than it used to be"".[488]",eminem.txt,True
Achievements and honors,eminem.txt,True
Main articles: List of awards and nominations received by Eminem and List of Eminem records and achievements,eminem.txt,True
"With global sales of over 220 million records, Eminem is one of the best-selling music artists ever.[489] He has had thirteen number-one albums on the Billboard 200: nine solo, two with D12 and one with Bad Meets Evil.[490] He was the bestselling music artist from 2000 to 2009 in the US according to Nielsen SoundScan.[491] He was also the bestselling male music artist in the United States of the 2010s.[492] He has sold 47.4 million albums in the country[493] and 107.5 million singles in the US.[494] The Marshall Mathers LP, The Eminem Show, Curtain Call: The Hits, ""Lose Yourself"", ""Love the Way You Lie"" and ""Not Afraid"" have all been certified Diamond or higher by the Recording Industry Association of America (RIAA).[8][495] Eminem has over ten billion views of his music videos on his YouTube Vevo page,[496] and in 2014 Spotify named him the most-streamed music artist ever.",eminem.txt,True
"Among Eminem's awards is 15 Grammy Awards,[151] eight American Music Awards and 17 Billboard Music Awards, Billboard named him the ""Artist of the Decade (2000–2009)"".[497] In 2013, he received the Global Icon Award at that year's MTV Europe Music Awards ceremony.[498] His success in 8 Mile saw him win the 2002 Academy Award for Best Original Song for his song ""Lose Yourself"", co-written with Jeff Bass and Luis Resto, making him the first rapper to receive the award.[499] He also won the MTV Movie & TV Awards for Best Actor in a Movie and Best Breakthrough Performance[500] and the Critics' Choice Movie Award for Best Song for ""Lose Yourself"".[501]",eminem.txt,True
"Eminem has also been included and ranked in several publications' lists. Rolling Stone included him in its list of the 100 Greatest Artists of All Time and the 100 Greatest Songwriters of All Time.[299][502] He was ranked 9th on MTV's Greatest MCs of All Time list.[503][504] He was ranked 13th on MTV's 22 Greatest Voices in Music list[505] and 79th on the VH1 100 Greatest Artists of All Time lists.[506] He was ranked 82nd on Rolling Stone's ""The Immortals"" list.[507] In 2010, MTV Portugal ranked Eminem the 7th biggest icon in popular music history.[508] In 2012, The Source ranked him 6th on their list of the Top 50 Lyricists of All Time,[509] while About.com ranked him 7th on its list of the 50 Greatest MCs of Our Time (1987–2007).[510] In 2015, Eminem was placed third on ""The 10 Best Rappers of All Time"" list by Billboard.[511] In 2008, Vibe readers named Eminem the Best Rapper Alive.[512] In 2011, Eminem was labeled the ""King of Hip-Hop"" by Rolling Stone based on an analysis of album sales, chart positions, YouTube views, social media following, concert grosses, industry awards and critical ratings of solo rappers who released music from 2009 to the first half of 2011.[513] Eminem was also inducted in the Rock and Roll Hall of Fame Class of 2022, alongside Duran Duran and Dolly Parton.[514]",eminem.txt,True
"Denzel Rae Don Curry (born February 16, 1995)[1] is an American rapper.[2] Born and raised in Miami Gardens, Florida, Curry started rapping while in the sixth grade and began working on his first mixtape in 2011, which was influenced by underground Florida rapper SpaceGhostPurrp. The mixtape was later featured on SpaceGhostPurrp's social media, giving Curry attention in the local music scene and resulting in him joining the former’s hip-hop collective Raider Klan.",denzel.txt,True
"Curry left Raider Klan in 2013, releasing his debut studio album, Nostalgic 64, in September of that year, while still in high school. He has since released three extended plays: 32 Zel/Planet Shrooms in 2015, 13 in 2017, and Unlocked (a collaboration with Kenny Beats) in 2020, and four studio albums: Imperial in 2016, Ta13oo in 2018, Zuu in 2019, and Melt My Eyez See Your Future in 2022. Ta13oo, Zuu, and Melt My Eyez debuted at numbers 28, 32, and 51 on the Billboard 200 chart, respectively, with Melt My Eyez returning at number 17 after the release of an extended edition. Two years later, Curry announced King of the Mischievous South, Vol. 2 which released on July 19, 2024. All of his projects have garnered significant critical acclaim.",denzel.txt,True
Early life,denzel.txt,True
"Denzel Rae Don Curry was born on February 16, 1995, in the Carol City neighborhood of Miami Gardens, Florida.[1] His mother is a Jehovah's Witness[3] who ran security for stadiums and his father was a truck driver.[4] Curry started down an artist's path with early poetry ambitions in elementary school before he began rapping in the sixth grade. His time was spent at a local Boys & Girls Clubs of America chapter where he challenged others to rap battles. He attended Miami's Design and Architecture High School for two years before being expelled. Curry then attended Miami Carol City Senior High School, where he started working on Nostalgic 64 while still attending class.[5] In a 2018 interview with The Breakfast Club, Curry disclosed that he was molested by an unnamed older man during his childhood.[6]",denzel.txt,True
Career,denzel.txt,True
2011–2012: Career beginnings,denzel.txt,True
"On September 24, 2011, Curry released his first mixtape, titled King Remembered Underground Tape 1991–1995. The whole project that Curry posted was later included on SpaceGhostPurrp's page, which prompted the birth of Denzel's music career. Following the release of Curry's first mixtape, Curry became a member of SpaceGhostPurrp's hip hop group, Raider Klan.[7][8]",denzel.txt,True
"In 2012, he released his second mixtape, titled King of the Mischievous South Vol. 1 Underground Tape 1996, which caught the attention of fellow American rapper Earl Sweatshirt and other members of Odd Future.[9]",denzel.txt,True
"Curry's third mixtape, titled Strictly for My R.V.I.D.X.R.Z., was released after the death of Trayvon Martin, who also lived in Carol City and went to the same high school as Denzel Curry. His style of rap and the name of the record were heavily inspired by Tupac Shakur.[9]",denzel.txt,True
"In late 2012, Curry met his manager Mark Maturah, and under his guidance, released his first studio single, ""Dark & Violent"", featuring J. K. The Reaper and Nell, to SoundCloud.",denzel.txt,True
"In 2011, a mixtape named ""Curry Wuz Here"" surfaced on YouTube, and the release date was claimed to be January 16, 2011.",denzel.txt,True
2013–2014: Nostalgic 64,denzel.txt,True
Main article: Nostalgic 64,denzel.txt,True
"The group Raider Klan was disbanded, which led to Curry deciding to embark on his solo rap career.[10] On September 3, 2013, Curry released his debut full-length album, titled Nostalgic 64. The album features guest appearances from JK the Reaper, Lil Ugly Mane, Mike G, Nell, Robb Bank$, Stephen A. Clark, and Yung Simmie, among others.[11] In 2014, Curry was featured on Deniro Farrar's track, called ""Bow Down"" (included from Farrar's Rebirth EP)[12] and Curry was featured on Dillon Cooper's track, called ""Eyes of the World"" (included from Cooper's X:XX mixtape).[13] Curry himself has stated that he was heavily inspired by Outkast's record, Aquemini, saying he drew the cover for Nostalgic 64 while listening to the record. He also was inspired by Goodie Mob and CeeLo Green, and other southern music.",denzel.txt,True
2015–2016: 32 Zel/Planet Shrooms and Imperial,denzel.txt,True
Main articles: 32 Zel/Planet Shrooms and Imperial (Denzel Curry album),denzel.txt,True
"On June 9, 2015, Curry released his first double EP, 32 Zel/Planet Shrooms, which contained his breakout single ""Ultimate"". The song went viral, and was played over Bottle Flip videos among others. It has amassed over 200 million streams on Spotify and earned 65 million views on YouTube. His first release in 2016 was the single ""Flying Nimbus"".",denzel.txt,True
"His second full-length album, titled Imperial, was released on March 9, 2016, then re-released later on Spotify as the deluxe version on October 14, 2016.[14]",denzel.txt,True
"In June 2016, Curry appeared in XXL magazine as part of their 2016 Freshmen Class. As part of this appearance, Curry performed a 'freshman cypher' alongside Lil Uzi Vert, Lil Yachty, 21 Savage, and Kodak Black. As of June 2024, this cypher has received over 221 million YouTube views, by far the most for the XXL channel.[15]",denzel.txt,True
2017–2018: 13 and Ta13oo,denzel.txt,True
"Main articles: 13 (Denzel Curry EP), Ta13oo, and Zuu",denzel.txt,True
Curry in 2018,denzel.txt,True
"On May 13, 2017, Curry uploaded a track titled ""Hate Government [demo]"" to his SoundCloud account. In the weeks that followed, he released two more demos for songs titled ""Equalizer [demo]"" and ""Zeltron 6 Billion"" featuring Lil Ugly Mane. After these releases as well as a series of cryptic posts on social media (seemingly portraying another alter ego called Zeltron), he released an EP titled 13 on June 25, 2017.[16] All of the demo tracks were included on the EP as well as two other new songs. On August 18, 2017, Curry released another song called ""Skywalker.""[17] Later that year, on September 22, a remastered version of 32 Zel was released, including a remix of ""Ultimate"" featuring Juicy J.[18]",denzel.txt,True
"Since he started releasing demos for songs on 13, Curry made several mentions of his third studio album titled, Ta13oo. 13 serves as a sampler to Ta13oo, and no release date for the album was announced. On February 28, 2018, he appeared on the song ""Kristi,"" by artist ASAP Ferg, which also featured IDK.[19] It was first performed live in Austin, TX on March 10, during their collaborative tour.[20] On March 16, 2018, he uploaded the song ""Uh Huh,"" once again featuring IDK, onto his official YouTube channel.[21]",denzel.txt,True
"On April 2, 2018, Curry released the lead single off of Ta13oo titled ""Sumo"" on Zane Lowe's Beats 1 radio show.[22] On May 24, 2018, Curry released the second single off the album titled, ""Percs"". Curry then released the third single titled, ""Clout Cobain"", on July 13, 2018, and announced that his album Ta13oo, would be released in three acts: The first act, Light, was released on July 25, followed by Gray on July 26, and Dark on July 27. Each previously released single represents one of the album's acts, as ""Sumo"" represents Light, ""Clout Cobain"" represents Gray, and ""Percs"" represents Dark, which come together cohesively to form Ta13oo.",denzel.txt,True
"2019–2021: Zuu, 13lood In + 13lood Out, and Unlocked",denzel.txt,True
"On February 14, 2019, Curry performed a cover of ""Bulls on Parade"" by Rage Against the Machine on the Australian radio station Triple J as part of Like a Version, which was met with widespread acclaim.[23] His cover went on to place 5th on that year's Triple J Hottest 100 countdown.",denzel.txt,True
"On May 8, 2019, Curry released ""Ricky"", his first single since the release of Ta13oo. The song is titled after his father, whom the song is inspired by. On May 22, 2019, Curry released a second single titled ""Speedboat"" and announced the release of his next album Zuu for May 31, 2019.[24]",denzel.txt,True
"On July 15, 2019, Curry made his television debut on The Tonight Show Starring Jimmy Fallon, performing a medley of ""Ricky"" and ""Wish"" from his album Zuu. He also revealed that he had cut his signature dreadlocks.[25]",denzel.txt,True
"On July 24, 2019, Curry joined artists such as Germ, City Morgue, Trash Talk, Shoreline Mafia, Night Lovell, Pouya, and Turnstile on a nationwide tour titled ""Grey Day Tour"", which was created by the hip-hop duo $uicideboy$. The tour was completed almost a month later on August 23, 2019.",denzel.txt,True
"On January 6, 2020, Curry released a project titled 13lood 1n + 13lood Out, featuring fellow rappers Ghostemane, Xavier Wulf, ZillaKami and AK of The Underachievers. The project was initially announced in November 2018.[26]",denzel.txt,True
"On February 7, 2020, Curry released Unlocked, an EP collaboration with Kenny Beats. The release was accompanied with an animated short film.[27] In August 2020, Curry was featured on the soundtrack to the Madden NFL 21 game, on the song ""Lemonade"", with singer Yungblud.[28] In October 2020, Curry was featured on $NOT's track ""Sangria"".[29]",denzel.txt,True
"On March 5, 2021, Curry released Unlocked 1.5, a remix of his previous collaboration with Kenny Beats. The remix album features new production from Robert Glasper, The Alchemist, Georgia Anne Muldrow, Sango, Jay Versace, Godmode, and Charlie Heat, as well as new features from Smino, Joey Bada$$, and Benny the Butcher among others.[30]",denzel.txt,True
"In June 2021, Curry appeared on FX Network's The Choe Show, hosted by David Choe.[31]",denzel.txt,True
"Curry was featured on the September 2021 song ""Bleach"", released on rapper ZillaKami's debut album, DOG BOY.[32]",denzel.txt,True
"Curry collaborated on the track ""Dynasties and Dystopia"" from the Netflix series Arcane, alongside Gizzle and Bren Joy.",denzel.txt,True
2022: Melt My Eyez See Your Future,denzel.txt,True
Main article: Melt My Eyez See Your Future,denzel.txt,True
"On January 5, 2022, the official trailer for Curry's fifth studio album, titled Melt My Eyez See Your Future, was uploaded to his YouTube channel. It was revealed that the album would contain guest appearances from artists such as T-Pain, 6lack, Slowthai, Rico Nasty, J.I.D, and Thundercat, among others. Curry said the project would feature a new, more mature sound, different from his previous works: ""Y'all are not going to hear the same type of Denzel anymore.""[33] On January 24, a single titled ""Walkin"", along with a Western-inspired music video directed by Adrian Villagomez, was released. Curry also said the album ""is made up of everything that I couldn't [include] on Ta13oo or Imperial because I was going through depression [and] anger issues"", and would take inspiration from traditional hip-hop, drum and bass, trap, poetry, and jazz.[34] The same day, a North American and European tour promoting the album (with guest acts Kenny Mason, Mike Dimes, Redveil, and PlayThatBoiZay) was announced.[35] On February 24, Curry released another single from the upcoming album, ""Zatoichi"" featuring Slowthai. It was accompanied by a music video also directed by Adrian Villagomez.[36] On March 18, Curry announced the album would be released on March 25.[37] On March 21, a third single, ""Troubles"" featuring T-Pain, was released[38] along with a music video.[39] The album was released on March 25, 2022.[40] It debuted at number 51 on the Billboard 200 chart,[41] and at number 23 on the Billboard Top R&B/Hip-Hop Albums chart.[42]",denzel.txt,True
"Curry recorded a song featuring rapper Reason, ""1st Quarter"", as a contribution to Apple Music's ""collection of exclusively commissioned new songs from Black creatives"",[43] titled Juneteenth 2022: Freedom Songs. He commented: ""It's an accomplishment to make it through the first quarter of my life. Especially as a Black man in America"".[44]",denzel.txt,True
"Curry's song featuring PlayThatBoiZay, ""Let It All Hang Out"", was included in Elvis—a biographical movie about Elvis Presley that premiered in June 2022—as well as on the movie's soundtrack album.",denzel.txt,True
"On June 24, 2022, a collaboration between Dot da Genius, JID, Curry, and Kid Cudi, titled ""Talk About Me"", was released, along with a music video directed by Cole Bennett.[45]",denzel.txt,True
"On June 29, 2022, Curry performed an NPR Tiny Desk Concert.[46] On July 21, he performed ""Walkin"" on The Tonight Show Starring Jimmy Fallon.[47]",denzel.txt,True
"On September 30, 2022, Curry released Melt My Eyez See Your Future (The Extended Edition). The album features reimagined versions of songs from the original album with live instrumentation performed by the Cold Blooded Soul Band, which performed with Curry on his NPR Tiny Desk Concert and The Tonight Show performance.[48]",denzel.txt,True
"On May 5, 2023, Curry released his live project Live At Electric Lady, which featured new versions of Melt My Eyez songs and a rendition of Erykah Badu's ""Didn't Cha Know"" with Bilal.[49]",denzel.txt,True
"2024: King of the Mischievous South, Vol. 2",denzel.txt,True
"Main article: King of the Mischievous South, Vol. 2",denzel.txt,True
"In May 2024, Curry announced a new project by debuting a photo of cassette tape on his social media. In June, Curry announced the project was titled King of the Mischievous South Vol. 2 and debuted the lead single ""Hot One"" featuring TiaCorine & ASAP Ferg.[50] The album is a sequel to Curry's third mixtape King of the Mischievous South Vol. 1 Underground Tape 1996 (2012) and was released on July 19, 2024.[51] The song ""Black Flag Freestyle"" was subsequently released on June 21, 2024, as the second single.[52]",denzel.txt,True
Personal life,denzel.txt,True
"On February 27, 2014,[53] Curry's brother, Treon ""Tree"" Johnson,[54] died as a result of complications after being tased by the police in Hialeah, Florida. Officers responded to an emergency call made by a man claiming that Johnson was beating two dogs with a metal pipe. Officers then employed physical force, pepper spray, and a taser in an attempt to restrain Johnson. He succumbed to his wounds, and he ultimately died after being transported to Jackson Memorial Hospital. His family argued that the incident was a case of police brutality.[55] Curry has spoken about Johnson's death and police brutality in interviews and in his music. One example of this is the lyric ""Cops killing' blacks when the whites do the most,"" in his song ""The Last.""[53][56][57] He has also inculcated upon this theme in his cover of Bulls on Parade by Rage Against the Machine.[58]",denzel.txt,True
"In 2022, Curry signed onto the Musicians For Palestine pledge, refusing to perform in Israel following the 2021 Israel–Palestine crisis.[59] In November 2023, Curry signed an open letter calling for a ceasefire in the 2023 Israel–Hamas war and an end to the blockade of the Gaza Strip.[60]",denzel.txt,True
"In January 2021, Curry found out that he is related to St. Louis rapper Smino through the discovery of a shared uncle.[61]",denzel.txt,True
"Christopher George Latore Wallace (May 21, 1972 – March 9, 1997), better known by his stage names The Notorious B.I.G. or Biggie Smalls,[2] was an American rapper. Rooted in East Coast hip hop and particularly gangsta rap, he is widely considered to be one of the greatest rappers of all time. Wallace became known for his distinctive laid-back lyrical delivery, offsetting the lyrics' often grim content. His music was often semi-autobiographical, telling of hardship and criminality, but also of debauchery and celebration.",BIG.txt,True
"Born and raised in Brooklyn, New York City, Wallace signed with Sean ""Puffy"" Combs' label Bad Boy Records as it launched in 1993, and gained exposure through features on several other artists' singles that year. His debut studio album Ready to Die (1994) was met with widespread critical acclaim and supported by his signature songs, ""Juicy"", ""Big Poppa"", and ""One More Chance"". The album made him the central figure in East Coast hip hop, and restored New York's visibility at a time when the West Coast hip hop scene was dominating the genre.[3] ""Big Poppa"" earned a nomination for Best Solo Rap Performance at the 38th Annual Grammy Awards, while Wallace himself won Rap Artist of the Year at the 1995 Billboard Music Awards.[4] That same year, he introduced and led his protégé group Junior M.A.F.I.A., which included Lil' Kim, to chart success with executive production on their debut album, Conspiracy (1995).",BIG.txt,True
"During 1995, while recording his second album, Wallace became ensnarled in the escalating East Coast–West Coast hip hop feud. Following Tupac Shakur's murder in a drive-by shooting in Las Vegas in September 1996, speculations of involvement in Shakur's murder by criminal elements orbiting the Bad Boy circle circulated as a result of Shakur's public feud with Wallace. On March 9, 1997, six months after Shakur's murder, Wallace was murdered by an unidentified assailant in a drive-by shooting while visiting Los Angeles. Wallace's second album Life After Death, a double album, was released two weeks later. It debuted atop the Billboard 200, yielded two Billboard Hot 100-number one singles: ""Hypnotize"" and ""Mo Money Mo Problems"" (featuring Puff Daddy and Mase), and received diamond certification by the Recording Industry Association of America (RIAA).[5]",BIG.txt,True
"With two more posthumous albums released, Wallace has certified sales of over 28 million copies in the United States,[6] including 21 million albums.[7] Rolling Stone has called him the ""greatest rapper that ever lived"",[8] and Billboard named him the greatest rapper of all time in 2016.[9] The Source magazine named him the greatest rapper of all time in its 150th issue. In 2006, MTV ranked him at No. 3 on their list of The Greatest MCs of All Time, calling him possibly ""the most skillful ever on the mic"".[10] In 2020, he was inducted into the Rock and Roll Hall of Fame.",BIG.txt,True
Life and career,BIG.txt,True
1972–1991: Early life,BIG.txt,True
"Christopher George Latore Wallace was born at St. Mary's Hospital in the New York City borough of Brooklyn on May 21, 1972, he was the only child of Jamaican immigrant parents. His mother, Voletta Wallace, was a preschool teacher, while his father, Selwyn George Latore, was a welder and politician.[11][12] His father left the family when Wallace was only two years old, and his mother worked two jobs while raising him. Wallace grew up at 226 St. James Place in Brooklyn's Clinton Hill,[13] near the border with Bedford-Stuyvesant.[11][14] Raised a Jehovah's Witness,[15][16] Wallace attended St Peter Claver Church in the borough,[17] and excelled at Queen of All Saints Middle School, winning several awards as an English student. He was nicknamed ""Big"" because he was overweight by the age of 10.[18] During childhood, Wallace struggled with depression, anxiety, and paranoia; such topics would become subject matter discussed in his lyrical content.[19] Wallace claimed to have begun dealing drugs at about age 12. His mother, often at work, first learned of this during his adulthood.[20]",BIG.txt,True
"He began rapping in his teenage years, entertaining people on the streets, and performed with local groups, the Old Gold Brothers as well as the Techniques.[21] His earliest stage name was MC CWest.[22] He also received tutelage in jazz from saxophonist Donald Harrison, who lived nearby.[23] Wallace requested to transfer from Bishop Loughlin Memorial High School in Fort Greene to George Westinghouse Career and Technical Education High School in Downtown Brooklyn, which future rappers Jay-Z and Busta Rhymes were also attending. According to his mother, Wallace was still a good student but developed a ""smart-ass"" attitude at the new school.[12] At age 17 in 1989, Wallace dropped out of high school and became more involved in crime. That same year in 1989, he was arrested on weapons charges in Brooklyn and sentenced to five years' probation. In 1990, he was arrested on a violation of his probation.[24] A year later, Wallace was arrested in North Carolina for dealing crack cocaine. He spent nine months in jail before making bail.[20]",BIG.txt,True
1991–1994: Early career and first child,BIG.txt,True
